repository_name,repository_url,file_path,line_number,code_snippet,explanation
NVlabs/CenterPose,https://github.com/NVlabs/CenterPose,src/tools/objectron_eval/eval_video_official.py,197,os.environ['CUDA_VISIBLE_DEVICES'] = self.opt.gpus_str,Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
pquochuy/sleep_transfer_learning,https://github.com/pquochuy/sleep_transfer_learning,deepsleepnet/tensorflow/deepsleepnet/train_deepsleepnet.py,2,"#os.environ[""CUDA_VISIBLE_DEVICES""]=""7,-1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
JHL-HUST/EMI,https://github.com/JHL-HUST/EMI,ni_fgsm.py,19,os.environ['CUDA_VISIBLE_DEVICES'] = '0',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
alexxijielu/paired_cell_inpainting,https://github.com/alexxijielu/paired_cell_inpainting,yeast_model/train.py,12,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
eborboihuc/SoundNet-tensorflow,https://github.com/eborboihuc/SoundNet-tensorflow,main.py,253,"os.environ[""CUDA_VISIBLE_DEVICES""] = args.cuda_device",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
JonathonLuiten/PReMVOS,https://github.com/JonathonLuiten/PReMVOS,code/ReID_net/Engine.py,127,os.environ['CUDA_VISIBLE_DEVICES'] = gpu_list_string,Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
JonathonLuiten/PReMVOS,https://github.com/JonathonLuiten/PReMVOS,code/ReID_net/Engine.py,139,os.environ['CUDA_VISIBLE_DEVICES'] = str(gpu_id),Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
zzzDavid/ICDAR-2019-SROIE,https://github.com/zzzDavid/ICDAR-2019-SROIE,task1/CTPN Method/main/demo.py,58,os.environ['CUDA_VISIBLE_DEVICES'] = FLAGS.gpu,Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
MrXiaoXiao/DiTingTools,https://github.com/MrXiaoXiao/DiTingTools,trained_models/DiTingPicker_2022_LuDing/example_codes_for_detecting_earthquakes.py,52,os.environ['CUDA_VISIBLE_DEVICES'] = GPU_ID,Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
MrXiaoXiao/DiTingTools,https://github.com/MrXiaoXiao/DiTingTools,trained_models/DiTingPicker_2022_LuDing/example_codes_for_detecting_earthquakes.py,1013,os.environ['CUDA_VISIBLE_DEVICES'] = cfgs['GPU_ID'],Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
SeongokRyu/uq_molecule,https://github.com/SeongokRyu/uq_molecule,train_cep.py,168,"#os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
bruno-31/ImprovedGAN-Tensorflow,https://github.com/bruno-31/ImprovedGAN-Tensorflow,train_cifar.py,59,"os.environ[""CUDA_VISIBLE_DEVICES""] = str(FLAGS.gpu)",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
geonm/EnhanceNet-Tensorflow,https://github.com/geonm/EnhanceNet-Tensorflow,train_SR.py,35,os.environ['CUDA_VISIBLE_DEVICES'] = FLAGS.run_gpu,Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
horovod/horovod,https://github.com/horovod/horovod,examples/spark/keras/keras_spark_rossmann_run.py,528,".setExecutorEnv('LD_LIBRARY_PATH', os.environ.get('LD_LIBRARY_PATH')) \",Library Path Mismatch: LD_LIBRARY_PATH is hardcoded. This can point to non-existent or wrong paths causing TensorFlow to slow down or fail when loading libraries.
netx-repo/training-bottleneck,https://github.com/netx-repo/training-bottleneck,measurement/horovod-modified-timing/examples/keras_spark_rossmann.py,519,".setExecutorEnv('LD_LIBRARY_PATH', os.environ.get('LD_LIBRARY_PATH')) \",Library Path Mismatch: LD_LIBRARY_PATH is hardcoded. This can point to non-existent or wrong paths causing TensorFlow to slow down or fail when loading libraries.
david8862/keras-YOLOv3-model-set,https://github.com/david8862/keras-YOLOv3-model-set,yolo.py,30,os.environ['CUDA_VISIBLE_DEVICES'] = '0',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
murdockhou/Single-Stage-Multi-person-Pose-Machines,https://github.com/murdockhou/Single-Stage-Multi-person-Pose-Machines,main.py,24,os.environ['CUDA_VISIBLE_DEVICES'] = '3',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
cpuimage/SINet,https://github.com/cpuimage/SINet,model.py,425,os.environ['CUDA_VISIBLE_DEVICES'] = '',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
alextrevithick/GRF,https://github.com/alextrevithick/GRF,run.py,6,"os.environ[""CUDA_VISIBLE_DEVICES""] = gpu_num  ## specify the GPU to use",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
theilem/uavSim,https://github.com/theilem/uavSim,utils.py,122,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""-1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
zhoubaohang/E2EMERN,https://github.com/zhoubaohang/E2EMERN,eval.py,29,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
mathemakitten/bad-wolfram-alpha,https://github.com/mathemakitten/bad-wolfram-alpha,lstm.py,22,"os.environ['CUDA_VISIBLE_DEVICES'] = ""1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
nauyan/Segmentation,https://github.com/nauyan/Segmentation,Train.py,25,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
DeRafael/CAFE,https://github.com/DeRafael/CAFE,cafe.py,10,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""3""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
xingbod/DeepRankHashing4CancellableFace,https://github.com/xingbod/DeepRankHashing4CancellableFace,para_T.py,32,os.environ['CUDA_VISIBLE_DEVICES'] = FLAGS.gpu,Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
yannqi/Pixel2Mesh-Tensorflow2,https://github.com/yannqi/Pixel2Mesh-Tensorflow2,demo.py,20,os.environ['CUDA_VISIBLE_DEVICES'] = str(cfg.gpu_id),Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
naiyeleo/ABS,https://github.com/naiyeleo/ABS,abs.py,21,"os.environ[""CUDA_VISIBLE_DEVICES""] = config[""gpu_id""]",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
iiau-tracker/SPLT,https://github.com/iiau-tracker/SPLT,demo.py,25,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
yeyupiaoling/VoiceprintRecognition-Tensorflow,https://github.com/yeyupiaoling/VoiceprintRecognition-Tensorflow,train.py,206,"os.environ[""CUDA_VISIBLE_DEVICES""] = args.gpus",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
ChunML/ssd-tf2,https://github.com/ChunML/ssd-tf2,train.py,32,os.environ['CUDA_VISIBLE_DEVICES'] = args.gpu_id,Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
l11x0m7/nmt,https://github.com/l11x0m7/nmt,nmt.py,19,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
farrell236/RATCHET,https://github.com/farrell236/RATCHET,train.py,5,# os.environ['CUDA_VISIBLE_DEVICES'] = '0',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
chiutaiyin/PhotoWCT2,https://github.com/chiutaiyin/PhotoWCT2,train.py,6,"os.environ[""CUDA_VISIBLE_DEVICES""]=""2""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
tuvovan/NHDRRNet,https://github.com/tuvovan/NHDRRNet,main.py,39,os.environ['CUDA_VISIBLE_DEVICES'] = str(config.gpu),Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
julian-carpenter/beta-TCVAE,https://github.com/julian-carpenter/beta-TCVAE,train.py,28,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
xidongbo/AITM,https://github.com/xidongbo/AITM,AITM.py,88,"os.environ[""CUDA_VISIBLE_DEVICES""] = args.gpu",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
Blair1213/TREE,https://github.com/Blair1213/TREE,main.py,17,os.environ['CUDA_VISIBLE_DEVICES'] = '0',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
cryoem/eman2,https://github.com/cryoem/eman2,programs/e2gmm_refine.py,15,"os.environ[""CUDA_VISIBLE_DEVICES""]='0'",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
ago109/predictive-forward-forward,https://github.com/ago109/predictive-forward-forward,src/sim_train.py,85,"os.environ[""CUDA_VISIBLE_DEVICES""]=""{0}"".format(mid)",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
ago109/predictive-forward-forward,https://github.com/ago109/predictive-forward-forward,src/sim_train.py,89,"os.environ[""CUDA_VISIBLE_DEVICES""]=""-1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
MTG/carnatic-separation-ismir23,https://github.com/MTG/carnatic-separation-ismir23,train.py,239,"os.environ[""CUDA_VISIBLE_DEVICES""] = str(args.gpu)",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
MTG/carnatic-separation-ismir23,https://github.com/MTG/carnatic-separation-ismir23,train.py,241,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""-1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
linkpark/pomdp-service-migration,https://github.com/linkpark/pomdp-service-migration,training_with_san_traces.py,20,"# os.environ[""CUDA_VISIBLE_DEVICES""] = ""-1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
farrell236/RATCHET,https://github.com/farrell236/RATCHET,classifier/evaluate.py,6,os.environ['CUDA_VISIBLE_DEVICES'] = '',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
linkpark/pomdp-service-migration,https://github.com/linkpark/pomdp-service-migration,training_dqn_with_san_traces.py,16,"# os.environ[""CUDA_VISIBLE_DEVICES""] = ""-1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
PINTO0309/PINTO_model_zoo,https://github.com/PINTO0309/PINTO_model_zoo,095_centerface/postprocess_gen_tools/make_box_gather_nd.py,2,os.environ['CUDA_VISIBLE_DEVICES'] = '-1',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
CrawlScript/tf_geometric,https://github.com/CrawlScript/tf_geometric,demo/demo_appnp.py,4,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
safreita1/malnet-image,https://github.com/safreita1/malnet-image,gradcam.py,124,"os.environ[""CUDA_VISIBLE_DEVICES""] = ','.join(str(d) for d in args['devices'])",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
MIDA-group/MultiRegEval,https://github.com/MIDA-group/MultiRegEval,voxelmorph/train_affine.py,107,os.environ['CUDA_VISIBLE_DEVICES'] = args.gpu,Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
lzhengchun/TomoGAN,https://github.com/lzhengchun/TomoGAN,tf1/main-gan.py,34,os.environ['CUDA_VISIBLE_DEVICES'] = args.gpus,Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
bubbliiiing/faster-rcnn-tf2,https://github.com/bubbliiiing/faster-rcnn-tf2,train.py,208,"os.environ[""CUDA_VISIBLE_DEVICES""]  = ','.join(str(x) for x in train_gpu)",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
Enigma-li/Free2CAD,https://github.com/Enigma-li/Free2CAD,networkTraining/scripts/train_Grouper.py,80,os.environ['CUDA_VISIBLE_DEVICES'] = hyper_params['device'],Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
DeRafael/CAFE,https://github.com/DeRafael/CAFE,triple_shot.py,9,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
datamllab/AutoRec,https://github.com/datamllab/AutoRec,examples/rp_benchmark.py,8,"# os.environ[""CUDA_VISIBLE_DEVICES""] = ""5""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
PomKlementieff/NeXtSRGAN,https://github.com/PomKlementieff/NeXtSRGAN,train_nextsrgan.py,18,os.environ['CUDA_VISIBLE_DEVICES'] = FLAGS.gpu,Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
ZhengSaber/Cell-Level-RSRP-Estimation,https://github.com/ZhengSaber/Cell-Level-RSRP-Estimation,UNet_train.py,18,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""2""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
Ascend/ModelZoo-TensorFlow,https://github.com/Ascend/ModelZoo-TensorFlow,TensorFlow/contrib/cv/RetinaFace/keras_train.py,28,os.environ['CUDA_VISIBLE_DEVICES'] = FLAGS.gpu,Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
ben-davidson-6/Gated-SCNN,https://github.com/ben-davidson-6/Gated-SCNN,gated_shape_cnn/training_scripts/cityscapes_model.py,10,"os.environ['CUDA_VISIBLE_DEVICES'] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
wangwei-cmd/CT-image-reconstruction,https://github.com/wangwei-cmd/CT-image-reconstruction,fan2para/new1.py,269,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""2""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
TheCacophonyProject/classifier-pipeline,https://github.com/TheCacophonyProject/classifier-pipeline,src/modelevaluate.py,604,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""-1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
pascme05/BaseNILM,https://github.com/pascme05/BaseNILM,src/model/trainMdlTF.py,70,os.environ['CUDA_VISIBLE_DEVICES'] = '0',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
pascme05/BaseNILM,https://github.com/pascme05/BaseNILM,src/model/trainMdlTF.py,74,os.environ['CUDA_VISIBLE_DEVICES'] = '-1',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
rabeaifeanyi/acoustic-camera,https://github.com/rabeaifeanyi/acoustic-camera,evaluation/model_funcs.py,34,os.environ['CUDA_VISIBLE_DEVICES'] = '-1',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
ttttong/BERT-BILSTM-GCN-CRF-for-NER,https://github.com/ttttong/BERT-BILSTM-GCN-CRF-for-NER,bert_ner.py,98,"# os.environ[""CUDA_VISIBLE_DEVICES""] = ""-1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
NigeloYang/federated_learning_differential_privacy,https://github.com/NigeloYang/federated_learning_differential_privacy,federated_learning/office_tutorial/tensorflow/Custom_Federated_Learning_Algorithm_TFF_Optimizer.py,5,os.environ['CUDA_VISIBLE_DEVICES'] = '-1',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
CCSI-Toolset/FOQUS,https://github.com/CCSI-Toolset/FOQUS,examples/other_files/ML_AI_Plugin/deprecated_keras_h5/mea_column_model_customnormform_json.py,22,"os.environ[""CUDA_VISIBLE_DEVICES""] = (",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
JunfengGaolab/CropRowDetection,https://github.com/JunfengGaolab/CropRowDetection,unet-rgbd/unetRGB.py,5,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
DependableSystemsLab/MIA_defense_HAMP,https://github.com/DependableSystemsLab/MIA_defense_HAMP,purchase/attack.py,22,"os.environ[""CUDA_VISIBLE_DEVICES""] = str(args.gpu)",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
6G-Cloud-RnE-Open-Hub/open-cloud-semantic-ran,https://github.com/6G-Cloud-RnE-Open-Hub/open-cloud-semantic-ran,ontherole-semcomm/analysis/cossim.py,74,"# 	os.environ[""CUDA_VISIBLE_DEVICES""] = args.gpu",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
ramsesproject/TomoGAN,https://github.com/ramsesproject/TomoGAN,tf1/main-gan.py,34,os.environ['CUDA_VISIBLE_DEVICES'] = args.gpus,Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
LivingSkyTechnologies/Document_Layout_Segmentation,https://github.com/LivingSkyTechnologies/Document_Layout_Segmentation,models/gated_scnn/gated_shape_cnn/training_scripts/cityscapes_model.py,10,"os.environ['CUDA_VISIBLE_DEVICES'] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
CCSI-Toolset/FOQUS,https://github.com/CCSI-Toolset/FOQUS,examples/other_files/ML_AI_Plugin/Supported_Keras_Models/mea_column_model_customnormform_json.py,22,"os.environ[""CUDA_VISIBLE_DEVICES""] = (",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
DeepRegNet/DeepReg,https://github.com/DeepRegNet/DeepReg,deepreg/train.py,88,"os.environ[""CUDA_VISIBLE_DEVICES""] = gpu",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
JianzhouZhan/Awesome-RecSystem-Models,https://github.com/JianzhouZhan/Awesome-RecSystem-Models,Model/FM_TensorFlow.py,6,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""2""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
CrawlScript/tf_geometric,https://github.com/CrawlScript/tf_geometric,demo/demo_graph_sage.py,3,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
yongzhuo/Macadam,https://github.com/yongzhuo/Macadam,macadam/tc/t00_predict.py,14,"# os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
AlexanderLutsenko/nobuco,https://github.com/AlexanderLutsenko/nobuco,examples/control_if2.py,2,"os.environ[""CUDA_VISIBLE_DEVICES""] = """"",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
idearibosome/tf-perceptual-eusr,https://github.com/idearibosome/tf-perceptual-eusr,train/score_predictors/freeze.py,32,os.environ['CUDA_VISIBLE_DEVICES'] = '-1',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
JDGalileo/galileo,https://github.com/JDGalileo/galileo,examples/tf/gcn/gcn.py,186,os.environ['CUDA_VISIBLE_DEVICES'] = args.gpu,Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
lzhengchun/TomoGAN,https://github.com/lzhengchun/TomoGAN,tf1/infer.py,19,os.environ['CUDA_VISIBLE_DEVICES'] = args.gpus,Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
CVI-SZU/GazeFlow,https://github.com/CVI-SZU/GazeFlow,models/resnet.py,144,"os.environ[""CUDA_VISIBLE_DEVICES""] = """"",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
PureHing/face-mask-detection-tf2,https://github.com/PureHing/face-mask-detection-tf2,inference.py,157,# os.environ['CUDA_VISIBLE_DEVICES'] = '-1',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
murdockhou/Single-Stage-Multi-person-Pose-Machines,https://github.com/murdockhou/Single-Stage-Multi-person-Pose-Machines,distribute/custom_train.py,11,"os.environ['CUDA_VISIBLE_DEVICES'] = '5, 6, 7'",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
MM-IR/rank4_NLP_textclassification,https://github.com/MM-IR/rank4_NLP_textclassification,textbigru/TextbiGRU_400.py,30,"#os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
BNN-UPC/RouteNet-Fermi,https://github.com/BNN-UPC/RouteNet-Fermi,real_traffic/predict.py,2,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""-1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
datamllab/AutoRec,https://github.com/datamllab/AutoRec,examples/ctr_neumf.py,5,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""6""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
ngunnar/learning-a-deformable-registration-pyramid,https://github.com/ngunnar/learning-a-deformable-registration-pyramid,run_multi.py,12,"os.environ[""CUDA_VISIBLE_DEVICES""]=""0,1,2,3""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
whyisyoung/CADE,https://github.com/whyisyoung/CADE,cade/mask_exp_by_distance_mask_m1.py,11,"os.environ[""CUDA_VISIBLE_DEVICES""] = '0'",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
vertica/Machine-Learning-Examples,https://github.com/vertica/Machine-Learning-Examples,TensorFlow/tf1/train_save_model.py,13,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""-1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
yuanshuai666/CANET,https://github.com/yuanshuai666/CANET,CICIDS2017/binary.py,2,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
iglaweb/HippoYD,https://github.com/iglaweb/HippoYD,src/train_dnn_model.py,79,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0,1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
iglaweb/HippoYD,https://github.com/iglaweb/HippoYD,src/train_dnn_model.py,85,"# os.environ[""CUDA_VISIBLE_DEVICES""] = """"",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
guozixunnicolas/DENT_DDSP,https://github.com/guozixunnicolas/DENT_DDSP,model_freq_domain/model.py,7,"os.environ[""CUDA_VISIBLE_DEVICES""]=""3""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
yuanshuai666/CANET,https://github.com/yuanshuai666/CANET,CICIDS2017/multi-class.py,2,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
JdeRobot/BehaviorMetrics,https://github.com/JdeRobot/BehaviorMetrics,behavior_metrics/brains/CARLA/tensorflow/brain_carla_bird_eye_deep_learning_previous_v.py,25,os.environ['CUDA_VISIBLE_DEVICES'] = '-1',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
